"BOROUGH","NEIGHBORHOOD","BUILDING.CLASS.CATEGORY","TAX.CLASS.AT.PRESENT","BLOCK","LOT","EASE.MENT","BUILDING.CLASS.AT.PRESENT","ADDRESS","APARTMENT.NUMBER","ZIP.CODE","RESIDENTIAL.UNITS","COMMERCIAL.UNITS","TOTAL.UNITS","LAND.SQUARE.FEET","GROSS.SQUARE.FEET","YEAR.BUILT","TAX.CLASS.AT.TIME.OF.SALE","BUILDING.CLASS.AT.TIME.OF.SALE","SALE.PRICE","SALE.DATE"
4,"LITTLE NECK              ","01  ONE FAMILY DWELLINGS                    ","1",8345,51,,"A2","57-34 256TH   STREET                     ","            ",11362,1,0,1,4949,800,1940,1,"A2",900000,"2016-02-17"
4,"LITTLE NECK              ","01  ONE FAMILY DWELLINGS                    ","1",8352,20,,"A2","58-35 256TH STREET                       ","            ",11362,1,0,1,4886,800,1940,1,"A2",910000,"2015-06-23"
4,"LONG ISLAND CITY         ","01  ONE FAMILY DWELLINGS                    ","1",331,3,,"A9","11-05 36TH AVENUE                        ","            ",11106,1,0,1,2072,900,1920,1,"A9",600000,"2016-01-11"
4,"MASPETH                  ","01  ONE FAMILY DWELLINGS                    ","1",2368,1,,"A5","53-119 63RD   STREET                     ","            ",11378,1,0,1,2565,800,1950,1,"A5",475000,"2015-05-21"
4,"MASPETH                  ","01  ONE FAMILY DWELLINGS                    ","1",2397,58,,"A9","6634 JAY AVENUE                          ","            ",11378,1,0,1,2500,704,1915,1,"A9",495000,"2015-12-21"
4,"MASPETH                  ","01  ONE FAMILY DWELLINGS                    ","1",2405,49,,"A9","53-45 68TH STREET                        ","            ",11378,1,0,1,3375,644,1910,1,"A9",463000,"2015-10-22"
4,"MASPETH                  ","01  ONE FAMILY DWELLINGS                    ","1",2410,62,,"A5","68-09 52ND   DRIVE                       ","            ",11378,1,0,1,2000,830,1910,1,"A5",485000,"2015-12-22"
4,"MASPETH                  ","01  ONE FAMILY DWELLINGS                    ","1",2538,29,,"A5","54-70 46TH ST                            ","            ",11378,1,0,1,2500,720,1915,1,"A5",480000,"2016-01-29"
4,"MASPETH                  ","01  ONE FAMILY DWELLINGS                    ","1",2629,12,,"A5","59-04 55 STREET                          ","            ",11378,1,0,1,2500,994,1930,1,"A5",425000,"2015-10-01"
4,"MASPETH                  ","01  ONE FAMILY DWELLINGS                    ","1",2649,137,,"A9","59-72 59TH   PLACE                       ","            ",11378,1,0,1,2200,672,1930,1,"A9",360000,"2015-07-02"
4,"MASPETH                  ","01  ONE FAMILY DWELLINGS                    ","1",2654,77,,"A9","59-39 59TH   DRIVE                       ","            ",11378,1,0,1,2500,700,1920,1,"A9",380000,"2015-10-19"
4,"MASPETH                  ","01  ONE FAMILY DWELLINGS                    ","1",2676,13,,"A5","57-28 57TH   DRIVE                       ","            ",11378,1,0,1,600,870,1899,1,"A5",365000,"2016-03-01"
4,"MASPETH                  ","01  ONE FAMILY DWELLINGS                    ","1",2676,13,,"A5","57-28 57TH DRIVE                         ","            ",11378,1,0,1,600,870,1899,1,"A5",90000,"2015-08-19"
4,"MASPETH                  ","01  ONE FAMILY DWELLINGS                    ","1",2694,90,,"A1","59-15 58TH AVENUE                        ","            ",11378,1,0,1,2450,888,1901,1,"A1",400000,"2015-07-27"
4,"MASPETH                  ","01  ONE FAMILY DWELLINGS                    ","1",2711,16,,"A1","61-41 MASPETH AVENUE                     ","            ",11378,1,0,1,2500,800,1901,1,"A1",475000,"2016-01-15"
4,"MASPETH                  ","01  ONE FAMILY DWELLINGS                    ","1",2735,124,,"A2","60-23 62ND   AVENUE                      ","            ",11378,1,0,1,2518,546,1901,1,"A2",445000,"2015-08-20"
4,"MASPETH                  ","01  ONE FAMILY DWELLINGS                    ","1",2741,15,,"A2","60-84 59TH ROAD                          ","            ",11378,1,0,1,2400,670,1925,1,"A2",430000,"2015-05-14"
4,"MASPETH                  ","01  ONE FAMILY DWELLINGS                    ","1",2748,77,,"A5","58-38 63RD STREET                        ","            ",11378,1,0,1,2200,969,1940,1,"A5",545000,"2015-09-15"
4,"MASPETH                  ","01  ONE FAMILY DWELLINGS                    ","1",2752,155,,"A2","58-39 66TH   STREET                      ","            ",11378,1,0,1,2870,720,1915,1,"A2",420000,"2016-03-24"
4,"MASPETH                  ","01  ONE FAMILY DWELLINGS                    ","1",2752,199,,"A5","64-41 58TH   ROAD                        ","            ",11378,1,0,1,1958,704,1915,1,"A5",430000,"2016-02-26"
4,"MASPETH                  ","01  ONE FAMILY DWELLINGS                    ","1",2752,210,,"A2","64-19 58TH   ROAD                        ","            ",11378,1,0,1,2000,1000,1920,1,"A2",280878,"2015-11-23"
4,"MASPETH                  ","01  ONE FAMILY DWELLINGS                    ","1",2753,258,,"A5","64-56 58TH   ROAD                        ","            ",11378,1,0,1,1655,600,1925,1,"A5",450000,"2016-01-04"
4,"MASPETH                  ","01  ONE FAMILY DWELLINGS                    ","1",2753,297,,"A2","64-49 59TH   AVENUE                      ","            ",11378,1,0,1,1655,600,1925,1,"A2",417500,"2016-02-09"
4,"MASPETH                  ","01  ONE FAMILY DWELLINGS                    ","1",2753,300,,"A2","64-43 59TH   AVENUE                      ","            ",11378,1,0,1,1655,800,1925,1,"A2",372500,"2015-08-07"
4,"MASPETH                  ","01  ONE FAMILY DWELLINGS                    ","1",2781,111,,"A5","68-06 60TH   DRIVE                       ","            ",11378,1,0,1,2100,882,1940,1,"A5",605000,"2016-03-16"
4,"MASPETH                  ","02  TWO FAMILY DWELLINGS                    ","1",2397,47,,"B2","66-18 JAY AVENUE                         ","            ",11378,2,0,2,2500,996,1915,1,"B2",540000,"2016-03-09"
4,"MIDDLE VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",2827,55,,"A2","5815 79 STREET                           ","            ",11379,1,0,1,4475,908,1935,1,"A2",740000,"2016-02-23"
4,"MIDDLE VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",2831,38,,"A5","59-60 69TH LANE                          ","            ",11378,1,0,1,2200,946,1950,1,"A5",708002,"2015-05-14"
4,"MIDDLE VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",2831,53,,"A5","5939 69TH PLACE                          ","            ",11378,1,0,1,2191,946,1950,1,"A5",513000,"2015-06-15"
4,"MIDDLE VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",2842,63,,"A5","60-53 71ST   STREET                      ","            ",11378,1,0,1,1600,960,1945,1,"A5",555000,"2015-12-09"
4,"MIDDLE VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",2849,56,,"A5","60-29 78TH   STREET                      ","            ",11379,1,0,1,1600,960,1945,1,"A5",525000,"2015-05-29"
4,"MIDDLE VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",2920,18,,"A5","58-26 81ST STREET                        ","            ",11379,1,0,1,2150,792,1950,1,"A5",625000,"2016-03-10"
4,"MIDDLE VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",2933,42,,"A5","61-74 77TH   STREET                      ","            ",11379,1,0,1,1600,960,1945,1,"A5",455000,"2015-05-20"
4,"MIDDLE VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",2935,45,,"A5","61-78 78TH   STREET                      ","            ",11379,1,0,1,1600,960,1940,1,"A5",620000,"2015-12-09"
4,"MIDDLE VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",2936,14,,"A5","61-18 79TH   STREET                      ","            ",11379,1,0,1,1600,960,1940,1,"A5",520000,"2015-11-23"
4,"MIDDLE VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",2936,66,,"A5","61-53 78TH   STREET                      ","            ",11379,1,0,1,1600,960,1940,1,"A5",570000,"2015-06-25"
4,"MIDDLE VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",2966,75,,"A5","62-07 79TH STREET                        ","            ",11379,1,0,1,1600,960,1940,1,"A5",574000,"2015-08-10"
4,"MIDDLE VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",2967,21,,"A5","62-24 81  STREET                         ","            ",11379,1,0,1,1600,960,1940,1,"A5",540000,"2015-07-28"
4,"MIDDLE VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",2967,33,,"A5","62-56 81ST   STREET                      ","            ",11379,1,0,1,1600,960,1940,1,"A5",400000,"2016-02-26"
4,"MIDDLE VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",2981,7,,"A2","63-04 74 STREET                          ","            ",11379,1,0,1,2000,790,1950,1,"A2",396000,"2015-10-16"
4,"MIDDLE VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",3035,50,,"A5","64-23 75TH   STREET                      ","            ",11379,1,0,1,1920,790,1940,1,"A5",505000,"2016-02-08"
4,"MIDDLE VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",3035,147,,"A2","64-27 75 STREET                          ","            ",11379,1,0,1,5642,820,1940,1,"A2",535000,"2015-05-28"
4,"MIDDLE VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",3041,42,,"A5","65-36 79TH PLACE                         ","            ",11379,1,0,1,1790,702,1925,1,"A5",415000,"2015-05-06"
4,"MIDDLE VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",3058,24,,"A2","66-39 73RD PLACE                         ","            ",11379,1,0,1,2000,704,1925,1,"A2",475000,"2015-06-24"
4,"MIDDLE VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",3809,103,,"A5","84-27 DORAN AVENUE                       ","            ",11385,1,0,1,2313,945,1940,1,"A5",520000,"2015-09-02"
4,"MIDDLE VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",3810,77,,"A5","84-18 DORAN AVENUE                       ","            ",11385,1,0,1,2334,966,1940,1,"A5",480000,"2015-10-02"
4,"MIDDLE VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",3810,201,,"A5","86-25 77TH   AVENUE                      ","            ",11385,1,0,1,2807,840,1940,1,"A5",480000,"2015-07-27"
4,"OAKLAND GARDENS          ","01  ONE FAMILY DWELLINGS                    ","1",7602,17,,"A0","61-26 213TH   STREET                     ","            ",11364,1,0,1,4000,790,1945,1,"A0",710000,"2016-02-01"
4,"OAKLAND GARDENS          ","01  ONE FAMILY DWELLINGS                    ","1",7623,37,,"A5","67-59 211TH   STREET                     ","            ",11364,1,0,1,2500,896,1950,1,"A5",520000,"2016-04-12"
4,"OAKLAND GARDENS          ","01  ONE FAMILY DWELLINGS                    ","1",7650,29,,"A0","227-11 64TH   AVENUE                     ","            ",11364,1,0,1,4600,974,1955,1,"A0",750000,"2016-03-02"
4,"OAKLAND GARDENS          ","01  ONE FAMILY DWELLINGS                    ","1",7650,29,,"A0","227-11 64TH   AVENUE                     ","            ",11364,1,0,1,4600,974,1955,1,"A0",720000,"2015-07-01"
4,"OAKLAND GARDENS          ","01  ONE FAMILY DWELLINGS                    ","1",7688,86,,"A2","69-29 229TH STREET                       ","            ",11364,1,0,1,4000,900,1950,1,"A2",777000,"2015-06-03"
4,"OZONE PARK               ","01  ONE FAMILY DWELLINGS                    ","1",9143,12,,"A5","84-26 108 AVENUE                         ","            ",11417,1,0,1,2070,802,1930,1,"A5",379000,"2015-10-16"
4,"OZONE PARK               ","01  ONE FAMILY DWELLINGS                    ","1",11366,4,,"A5","133-01 86TH   STREET                     ","            ",11417,1,0,1,2300,861,1950,1,"A5",460000,"2015-12-02"
4,"OZONE PARK               ","01  ONE FAMILY DWELLINGS                    ","1",11366,40,,"A2","133-23 86TH STREET                       ","            ",11417,1,0,1,2700,861,1950,1,"A2",495000,"2016-01-08"
4,"OZONE PARK               ","01  ONE FAMILY DWELLINGS                    ","1",11507,48,,"A2","107-16 SUTTER AVENUE                     ","            ",11417,1,0,1,2380,900,1925,1,"A2",440000,"2015-07-24"
4,"OZONE PARK               ","01  ONE FAMILY DWELLINGS                    ","1",11513,21,,"A1","135-30 95TH   STREET                     ","            ",11417,1,0,1,2000,998,1925,1,"A1",350000,"2015-08-25"
4,"OZONE PARK               ","01  ONE FAMILY DWELLINGS                    ","1",11547,71,,"A2","95-19 NORTH CONDUIT AVE                  ","            ",11417,1,0,1,4040,1000,1950,1,"A2",20000,"2015-05-15"
4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",7955,305,,"A2","85-14 239TH   STREET                     ","            ",11426,1,0,1,3734,984,1955,1,"A2",480000,"2016-02-16"
4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",7955,341,,"A2","86-36 239TH   STREET                     ","            ",11426,1,0,1,5000,840,1950,1,"A2",200000,"2015-12-28"
4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10638,4,,"A1","91-21 214TH STREET                       ","            ",11428,1,0,1,2575,992,1920,1,"A1",450000,"2015-07-30"
4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10638,8,,"A1","91-11 214TH STREET                       ","            ",11428,1,0,1,2225,992,1920,1,"A1",400000,"2015-06-01"
4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10692,68,,"A2","218-60 SAWYER AVENUE                     ","            ",11427,1,0,1,5040,1000,1950,1,"A2",437000,"2016-02-09"
4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10721,33,,"A1","221-19 91ST   ROAD                       ","            ",11428,1,0,1,2375,840,1925,1,"A1",380000,"2015-05-29"
4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",10721,36,,"A1","221-13 91ST   ROAD                       ","            ",11428,1,0,1,2975,840,1925,1,"A1",360000,"2015-07-24"
4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",11089,30,,"A1","99-08 216TH STREET                       ","            ",11429,1,0,1,2525,994,1930,1,"A1",117000,"2015-08-27"
4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",11104,178,,"A1","103-07 217TH   PLACE                     ","            ",11429,1,0,1,3641,880,1940,1,"A1",370000,"2015-08-06"
4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",11198,101,,"A1","218-36 110TH AVENUE                      ","            ",11429,1,0,1,3650,854,1920,1,"A1",314000,"2016-04-01"
4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",11201,73,,"A0","221-34 108TH AVENUE                      ","            ",11412,1,0,1,4000,990,1945,1,"A0",345000,"2015-05-27"
4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",11206,91,,"A9","223-30 110TH   AVENUE                    ","            ",11429,1,0,1,4000,740,1930,1,"A9",160000,"2016-01-27"
4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",11210,26,,"A0","227-03 111TH AVENUE                      ","            ",11429,1,0,1,4000,930,1950,1,"A0",465000,"2015-08-31"
4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",11210,26,,"A0","227-03 111TH AVE                         ","            ",11429,1,0,1,4000,930,1950,1,"A0",300000,"2015-05-11"
4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",11217,20,,"A5","219-37 MURDOCK AVE                       ","            ",11429,1,0,1,2167,955,1935,1,"A5",168000,"2015-11-24"
4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",11235,44,,"A5","219-26 MURDOCK AVENUE                    ","            ",11429,1,0,1,2167,948,1945,1,"A5",315000,"2015-06-29"
4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",11239,27,,"A2","221-39 114TH AVENUE                      ","            ",11411,1,0,1,3442,704,1940,1,"A2",290000,"2016-03-14"
4,"QUEENS VILLAGE           ","01  ONE FAMILY DWELLINGS                    ","1",11270,79,,"A5","114-88 227TH   STREET                    ","            ",11411,1,0,1,2600,828,1950,1,"A5",10000,"2016-01-13"
4,"QUEENS VILLAGE           ","02  TWO FAMILY DWELLINGS                    ","1",11197,126,,"B3","218-47 110TH AVENUE                      ","            ",11429,2,0,2,2325,858,1920,1,"B3",160000,"2016-03-10"
4,"QUEENS VILLAGE           ","22  STORE BUILDINGS                         ","4",11214,9,,"K1","112-31 SPRINGFIELD BLVD                  ","            ",11429,0,3,3,3990,970,1922,4,"K1",82000,"2015-05-06"
4,"REGO PARK                ","01  ONE FAMILY DWELLINGS                    ","1",3144,32,,"A5","85-74 66TH   ROAD                        ","            ",11374,1,0,1,2200,946,1938,1,"A5",610000,"2015-12-08"
4,"REGO PARK                ","01  ONE FAMILY DWELLINGS                    ","1",3150,95,,"A5","66-12 SELFRIDGE STREET                   ","            ",11375,1,0,1,2310,946,1955,1,"A5",550000,"2015-08-31"
4,"REGO PARK                ","01  ONE FAMILY DWELLINGS                    ","1",3152,104,,"A5","64-23 ALDERTON STREET                    ","            ",11374,1,0,1,3325,880,1930,1,"A5",540000,"2016-01-29"
4,"REGO PARK                ","02  TWO FAMILY DWELLINGS                    ","1",3160,44,,"B3","72-76 YELLOWSTONE BLVD                   ","            ",11375,2,0,2,2200,940,1940,1,"B3",855000,"2015-07-17"
4,"RICHMOND HILL            ","01  ONE FAMILY DWELLINGS                    ","1",9353,116,,"A5","89-24 127TH   STREET                     ","            ",11418,1,0,1,1575,860,1915,1,"A5",370000,"2015-07-23"
4,"RICHMOND HILL            ","01  ONE FAMILY DWELLINGS                    ","1",9398,25,,"A9","94-38 113TH   STREET                     ","            ",11419,1,0,1,1682,992,1901,1,"A9",315000,"2015-11-25"
4,"RICHMOND HILL            ","01  ONE FAMILY DWELLINGS                    ","1",9434,137,,"A1","94-51 116TH STREET                       ","            ",11419,1,0,1,594,902,1910,1,"A1",277000,"2015-07-24"
4,"RICHMOND HILL            ","01  ONE FAMILY DWELLINGS                    ","1",9579,31,,"A1","104-50 126TH STREET                      ","            ",11419,1,0,1,1828,798,1925,1,"A1",365000,"2016-02-29"
4,"RICHMOND HILL            ","22  STORE BUILDINGS                         ","4",9281,118,,"K1","129-20 HILLSIDE AVENUE                   ","            ",11418,0,1,1,920,450,1931,4,"K1",175000,"2015-10-14"
4,"RICHMOND HILL            ","29  COMMERCIAL GARAGES                      ","4",9388,1,,"G2","106-02 ATLANTIC AVENUE                   ","            ",11416,0,1,1,2505,780,1930,4,"G2",285000,"2015-05-18"
4,"RIDGEWOOD                ","01  ONE FAMILY DWELLINGS                    ","1",3396,9,,"A5","203 ONDERDONK AVENUE                     ","            ",11385,1,0,1,1980,898,1950,1,"A5",636500,"2016-01-26"
4,"RIDGEWOOD                ","01  ONE FAMILY DWELLINGS                    ","1",3403,9,,"A9","455 ONDERDONK AVENUE                     ","            ",11385,1,0,1,2581,800,1901,1,"A9",1025000,"2016-02-17"
4,"ROCKAWAY PARK            ","01  ONE FAMILY DWELLINGS                    ","1",16156,99,,"A6","100-02 ROCKAWAY BEACH BLVD               ","            ",11694,1,0,1,910,420,1920,1,"A6",38000,"2016-03-23"
4,"ROCKAWAY PARK            ","01  ONE FAMILY DWELLINGS                    ","1",16156,100,,"A6","100-04 ROCKAWAY BEACH BOULE              ","            ",11694,1,0,1,960,420,1920,1,"A6",43000,"2016-04-05"
4,"ROCKAWAY PARK            ","01  ONE FAMILY DWELLINGS                    ","1",16156,101,,"A6","100-06 ROCKAWAY BEACH BLVD               ","            ",11694,1,0,1,960,420,1920,1,"A6",30000,"2015-12-23"
4,"ROCKAWAY PARK            ","01  ONE FAMILY DWELLINGS                    ","1",16179,166,,"A6","166A BEACH 109 STREET                    ","            ",11694,1,0,1,780,402,1920,1,"A6",170000,"2015-07-17"
4,"ROCKAWAY PARK            ","01  ONE FAMILY DWELLINGS                    ","1",16187,7,,"S1","114-07 ROCKAWAY BEACH BLVD               ","            ",11694,1,1,2,837,780,1930,1,"S1",290000,"2015-09-03"
4,"ROCKAWAY PARK            ","01  ONE FAMILY DWELLINGS                    ","1",16199,1,,"A2","117-15 BEACH CHANNEL DRIVE               ","            ",11694,1,0,1,4384,894,1960,1,"A2",475000,"2016-03-11"
4,"ROCKAWAY PARK            ","01  ONE FAMILY DWELLINGS                    ","1",16212,45,,"A9","214A BEACH 117 STREET                    ","            ",11694,1,0,1,1098,824,1905,1,"A9",230000,"2015-10-08"
4,"ROCKAWAY PARK            ","01  ONE FAMILY DWELLINGS                    ","1",16212,246,,"A9","214-D BEACH 117                          ","            ",11694,1,0,1,630,824,1905,1,"A9",227000,"2016-01-22"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",12950,3,,"A2","242-07 131ST   ROAD                      ","            ",11422,1,0,1,4193,837,1960,1,"A2",320000,"2015-12-02"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",12954,80,,"A2","24305 132ND AVENUE                       ","            ",11422,1,0,1,6000,983,1925,1,"A2",360000,"2015-09-16"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",12954,87,,"A2","243-21 132ND AVENUE                      ","            ",11422,1,0,1,5000,808,1950,1,"A2",285000,"2015-07-20"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",12981,38,,"A2","243-07 132ND   ROAD                      ","            ",11422,1,0,1,4000,920,1940,1,"A2",400000,"2016-02-16"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",12981,53,,"A2","243-37 132 ROAD                          ","            ",11422,1,0,1,4000,864,1950,1,"A2",340000,"2015-07-14"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13223,48,,"A2","135-36 243RD   STREET                    ","            ",11422,1,0,1,4000,840,1950,1,"A2",382744,"2015-08-31"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13242,46,,"A2","136-08 HOOK CREEK BOULEVARD              ","            ",11422,1,0,1,4424,960,1950,1,"A2",120000,"2015-11-25"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13249,11,,"A2","246-14 137TH   ROAD                      ","            ",11422,1,0,1,4200,963,1945,1,"A2",300000,"2016-02-29"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13249,19,,"A2","246-30 137TH ROAD                        ","            ",11422,1,0,1,5607,963,1945,1,"A2",350000,"2015-05-27"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13459,26,,"A2","225-10 146TH AVENUE                      ","            ",11413,1,0,1,4000,716,1940,1,"A2",315000,"2016-01-14"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13468,72,,"A2","145-94 221 STREET                        ","            ",11413,1,0,1,2742,768,1920,1,"A2",138000,"2015-07-30"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13470,47,,"A2","145-46 223RD   STREET                    ","            ",11413,1,0,1,3325,853,1935,1,"A2",255000,"2016-01-29"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13470,55,,"A1","145-62 223RD STREET                      ","            ",11413,1,0,1,3800,985,1935,1,"A1",750000,"2016-03-28"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13470,55,,"A1","145-62 223RD STREET                      ","            ",11413,1,0,1,3800,985,1935,1,"A1",285000,"2015-07-20"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13471,36,,"A1","145-45 223RD   STREET                    ","            ",11413,1,0,1,2850,952,1920,1,"A1",171000,"2016-01-21"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13485,51,,"A2","145-12 229TH STREET                      ","            ",11413,1,0,1,4000,720,1925,1,"A2",233000,"2016-04-06"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13487,51,,"A2","145-14 230TH   PLACE                     ","            ",11413,1,0,1,4900,900,1955,1,"A2",400000,"2015-09-08"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13496,7,,"A2","226-07 145TH AVENUE                      ","            ",11413,1,0,1,4000,1000,1955,1,"A2",340850,"2015-12-16"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13496,11,,"A2","226-03 145TH AVENUE                      ","            ",11413,1,0,1,4000,1000,1955,1,"A2",370000,"2015-12-30"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13497,3,,"A2","227-15 145TH   AVENUE                    ","            ",11413,1,0,1,4000,1000,1960,1,"A2",759000,"2015-12-16"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13497,67,,"A2","144-46 228TH STREET                      ","            ",11413,1,0,1,4000,1000,1960,1,"A2",690000,"2015-10-27"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13573,43,,"A2","141-05 243 STREET                        ","            ",11422,1,0,1,4000,974,1945,1,"A2",295000,"2015-11-25"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13576,11,,"A2","142-32 250TH   STREET                    ","            ",11422,1,0,1,4400,900,1950,1,"A2",329000,"2016-04-15"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13585,74,,"A2","142-18 254TH STREET                      ","            ",11422,1,0,1,5000,900,1950,1,"A2",340000,"2016-02-04"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13710,10,,"A2","147-10 230TH PLACE                       ","            ",11413,1,0,1,4500,1000,1950,1,"A2",345000,"2015-06-22"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13740,24,,"A2","147-16 EDGEWOOD STREET                   ","            ",11422,1,0,1,5986,978,1945,1,"A2",350000,"2015-12-15"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13741,50,,"A2","241-08 147TH ROAD                        ","            ",11422,1,0,1,4000,978,1950,1,"A2",372000,"2015-07-29"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13743,56,,"A2","239-37 148TH ROAD                        ","            ",11422,1,0,1,4000,978,1945,1,"A2",293000,"2015-12-17"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13750,94,,"A2","148-74 HUXLEY STREET                     ","            ",11422,1,0,1,4000,984,1955,1,"A2",260000,"2015-09-09"
4,"ROSEDALE                 ","01  ONE FAMILY DWELLINGS                    ","1",13921,128,,"A2","15 MEYER AVENUE                          ","            ",11422,1,0,1,3500,969,1905,1,"A2",298000,"2016-02-11"
4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13498,55,,"B3","144-32 229TH   STREET                    ","            ",11413,2,0,2,4000,723,1945,1,"B3",345000,"2015-11-18"
4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13672,29,,"B2","257-50 148TH AVENUE                      ","            ",11422,2,0,2,1275,896,2006,1,"B2",213110,"2015-08-31"
4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13672,29,,"B2","257-50 148TH AVENUE                      ","            ",11422,2,0,2,1275,896,2006,1,"B2",10,"2015-08-31"
4,"ROSEDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",13672,29,,"B2","257-50 148TH AVENUE                      ","            ",11422,2,0,2,1275,896,2006,1,"B2",229768,"2015-08-31"
4,"ROSEDALE                 ","29  COMMERCIAL GARAGES                      ","4",13686,5,,"G4","259-55 FRANCIS LEWIS BLVD                ","            ",11422,0,1,1,3600,1000,1967,4,"G4",425000,"2015-06-12"
4,"SO. JAMAICA-BAISLEY PARK ","01  ONE FAMILY DWELLINGS                    ","1",11970,16,,"A1","114-22 141ST   STREET                    ","            ",11436,1,0,1,2000,896,1920,1,"A1",308000,"2015-06-16"
